1,1,0.0055248618784530384,AgentGG@0,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2])
130,1,0.7182320441988951,AgentGG@0,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1])
130,2,0.7182320441988951,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
131,1,0.7237569060773481,AgentGG@0,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1])
131,2,0.7237569060773481,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
132,1,0.7292817679558011,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
132,2,0.7292817679558011,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
133,1,0.7348066298342542,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
133,2,0.7348066298342542,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
134,1,0.7403314917127072,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
134,2,0.7403314917127072,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
135,1,0.7458563535911602,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
135,2,0.7458563535911602,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
136,1,0.7513812154696132,AgentGG@0,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1])
136,2,0.7513812154696132,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4])
137,1,0.7569060773480663,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
137,2,0.7569060773480663,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
138,1,0.7624309392265194,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
138,2,0.7624309392265194,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
139,1,0.7679558011049724,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
139,2,0.7679558011049724,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1])
140,1,0.7734806629834254,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
140,2,0.7734806629834254,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1])
141,1,0.7790055248618785,AgentGG@0,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2])
141,2,0.7790055248618785,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d2])
142,1,0.7845303867403315,AgentGG@0,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1])
142,2,0.7845303867403315,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
143,1,0.7900552486187845,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
143,2,0.7900552486187845,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1])
144,1,0.7955801104972375,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
144,2,0.7955801104972375,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1])
145,1,0.8011049723756906,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
145,2,0.8011049723756906,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
146,1,0.8066298342541437,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
146,2,0.8066298342541437,AgentGG@1,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2])
147,1,0.8121546961325967,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
147,2,0.8121546961325967,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
148,1,0.8176795580110497,AgentGG@0,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1])
148,2,0.8176795580110497,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4])
149,1,0.8232044198895028,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d4])
149,2,0.8232044198895028,AgentGG@1,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2])
150,1,0.8287292817679558,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
150,2,0.8287292817679558,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
151,1,0.8342541436464088,AgentGG@0,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3])
151,2,0.8342541436464088,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4])
152,1,0.8397790055248618,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
152,2,0.8397790055248618,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
153,1,0.8453038674033149,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
153,2,0.8453038674033149,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
154,1,0.850828729281768,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
154,2,0.850828729281768,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4])
155,1,0.856353591160221,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
155,2,0.856353591160221,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
156,1,0.861878453038674,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
156,2,0.861878453038674,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
157,1,0.8674033149171271,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
157,2,0.8674033149171271,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
158,1,0.8729281767955801,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
158,2,0.8729281767955801,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
159,1,0.8784530386740331,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d2])
159,2,0.8784530386740331,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
160,1,0.8839779005524862,AgentGG@0,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4])
160,2,0.8839779005524862,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
161,1,0.8895027624309392,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1])
161,2,0.8895027624309392,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3])
162,1,0.8950276243093923,AgentGG@0,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2])
162,2,0.8950276243093923,AgentGG@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2])
163,1,0.9005524861878453,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1])
163,2,0.9005524861878453,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d4])
164,1,0.9060773480662984,AgentGG@0,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4])
164,2,0.9060773480662984,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3])
165,1,0.9116022099447514,AgentGG@0,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2])
165,2,0.9116022099447514,AgentGG@1,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2])
166,1,0.9171270718232044,AgentGG@0,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2])
166,2,0.9171270718232044,AgentGG@1,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2])
167,1,0.9226519337016574,AgentGG@0,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3])
167,2,0.9226519337016574,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3])
168,1,0.9281767955801105,AgentGG@0,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2])
168,2,0.9281767955801105,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3])
169,1,0.9337016574585635,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1])
169,2,0.9337016574585635,AgentGG@1,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2])
170,1,0.9392265193370166,AgentGG@0,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d4])
170,2,0.9392265193370166,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3])
171,1,0.9447513812154696,AgentGG@0,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2])
171,2,0.9447513812154696,AgentGG@1,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2])
172,1,0.9502762430939227,AgentGG@0,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3])
172,2,0.9502762430939227,AgentGG@1,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2])
173,1,0.9558011049723757,AgentGG@0,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3])
173,2,0.9558011049723757,AgentGG@1,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2])
174,1,0.9613259668508287,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1])
174,2,0.9613259668508287,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3])
175,1,0.9668508287292817,AgentGG@0,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d3])
175,2,0.9668508287292817,AgentGG@1,(Offer  bid:Bid[a: a2, b: b4, c: c2, d: d2])
176,1,0.9723756906077348,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1])
176,2,0.9723756906077348,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3])
177,1,0.9779005524861878,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1])
177,2,0.9779005524861878,AgentGG@1,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2])
178,1,0.9834254143646409,AgentGG@0,(Offer  bid:Bid[a: a1, b: b3, c: c1, d: d1])
178,2,0.9834254143646409,AgentGG@1,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2])
179,1,0.988950276243094,AgentGG@0,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d3])
179,2,0.988950276243094,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3])
180,1,0.994475138121547,AgentGG@0,(Offer  bid:Bid[a: a1, b: b4, c: c1, d: d2])
180,2,0.994475138121547,AgentGG@1,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3])
ended-no-agreement
